delta, theta, alpha, beta, gamma, peak_freq, centroid, label
0.035765, 0.093632, 0.058863, 0.310715, 0.298578, 20.000000, 39.284903,help
0.027876, 0.058475, 0.046382, 0.251191, 0.248156, 20.000000, 48.039403,help
0.023958, 0.034601, 0.036730, 0.275576, 0.292870, 20.000000, 47.367559,help
0.024734, 0.028121, 0.065236, 0.256082, 0.248815, 20.000000, 49.455560,help
0.023207, 0.034835, 0.084103, 0.267718, 0.245989, 20.000000, 47.308001,help
0.016456, 0.041141, 0.043191, 0.254118, 0.325688, 20.000000, 45.356572,help
0.013425, 0.066545, 0.041480, 0.218558, 0.281310, 20.000000, 48.888849,help
0.072939, 0.080759, 0.045536, 0.269894, 0.284689, 20.000000, 41.747235,help
0.020680, 0.031167, 0.049964, 0.252128, 0.341746, 20.000000, 49.166681,help
0.035863, 0.033509, 0.031386, 0.311991, 0.252273, 20.000000, 45.056738,help
0.015377, 0.042527, 0.087589, 0.213137, 0.175051, 0.000000, 48.159266,help
0.020495, 0.026780, 0.042787, 0.314971, 0.339006, 20.000000, 46.537924,help
0.015107, 0.052835, 0.020096, 0.248933, 0.368211, 20.000000, 48.684222,help
0.022495, 0.038479, 0.054181, 0.329711, 0.285905, 20.000000, 45.805944,help
0.036725, 0.052973, 0.036579, 0.236056, 0.279599, 0.000000, 41.910954,help
0.063101, 0.061741, 0.068960, 0.284779, 0.268975, 20.000000, 44.646231,help
0.060848, 0.048665, 0.068452, 0.318604, 0.230202, 20.000000, 44.244033,help
0.030369, 0.031156, 0.032203, 0.220146, 0.243651, 20.000000, 53.330689,help
0.033053, 0.049492, 0.033831, 0.265838, 0.215941, 20.000000, 50.836176,help
0.070539, 0.083330, 0.038050, 0.274256, 0.255818, 20.000000, 44.092997,help
0.015684, 0.029034, 0.039835, 0.216805, 0.276200, 20.000000, 52.354111,help
0.032992, 0.033592, 0.053307, 0.361137, 0.307443, 20.000000, 39.701018,help
0.019787, 0.056549, 0.077261, 0.260338, 0.284270, 20.000000, 46.057313,help
0.017396, 0.038190, 0.043554, 0.286389, 0.227352, 20.000000, 42.846074,help
0.014426, 0.094578, 0.063567, 0.253271, 0.233500, 20.000000, 45.701146,help
0.015632, 0.028378, 0.029449, 0.311960, 0.266771, 20.000000, 48.271604,help
0.077775, 0.076619, 0.028760, 0.163423, 0.266321, 20.000000, 49.077023,help
0.034648, 0.029815, 0.056977, 0.252205, 0.335712, 20.000000, 42.875499,help
0.060303, 0.019266, 0.057948, 0.296976, 0.243827, 20.000000, 45.469637,help
0.035458, 0.041849, 0.073120, 0.255120, 0.267376, 20.000000, 44.332584,help
0.022296, 0.039519, 0.048007, 0.354192, 0.271526, 20.000000, 42.628112,help
0.037921, 0.034567, 0.059732, 0.229266, 0.285223, 20.000000, 49.241191,help
0.033940, 0.047150, 0.060616, 0.243468, 0.347192, 20.000000, 44.951024,help
0.029740, 0.033790, 0.053682, 0.302797, 0.248224, 20.000000, 47.016793,help
0.066024, 0.052899, 0.040604, 0.264476, 0.197552, 20.000000, 46.746482,help
0.049719, 0.060076, 0.046632, 0.271279, 0.252276, 20.000000, 42.839325,help
0.035931, 0.062936, 0.027107, 0.229701, 0.274904, 20.000000, 48.138641,help
0.024772, 0.087154, 0.073525, 0.196949, 0.315487, 20.000000, 43.298227,help
0.005934, 0.074044, 0.075679, 0.242497, 0.245839, 71.000000, 46.793676,help
0.029126, 0.015542, 0.049078, 0.252694, 0.294682, 20.000000, 49.196690,help
0.033963, 0.065265, 0.037038, 0.235791, 0.263365, 20.000000, 48.039855,help
0.046258, 0.020535, 0.029933, 0.304145, 0.303642, 20.000000, 44.968243,help
0.012612, 0.036817, 0.035937, 0.256550, 0.297302, 20.000000, 53.897098,help
0.036303, 0.038221, 0.039812, 0.206909, 0.335398, 20.000000, 48.440038,help
0.033728, 0.031817, 0.073780, 0.343376, 0.253770, 20.000000, 43.319698,help
0.005147, 0.033988, 0.090059, 0.338162, 0.222677, 20.000000, 43.995126,help
0.039063, 0.040966, 0.026808, 0.299945, 0.213926, 20.000000, 49.046580,help
0.037480, 0.061853, 0.042062, 0.295221, 0.242004, 20.000000, 45.533390,help
0.025688, 0.045214, 0.055856, 0.247626, 0.258830, 20.000000, 47.473855,help
0.049671, 0.029686, 0.098601, 0.278005, 0.258351, 20.000000, 44.494315,help
0.054183, 0.098734, 0.056366, 0.173569, 0.364791, 20.000000, 44.511649,help
0.067749, 0.036491, 0.047787, 0.263392, 0.341370, 20.000000, 41.627250,help
0.040636, 0.040136, 0.031923, 0.268724, 0.328242, 20.000000, 46.411643,help
0.019515, 0.022620, 0.067508, 0.282558, 0.276442, 20.000000, 44.384646,help
0.032837, 0.041048, 0.033340, 0.255627, 0.284154, 20.000000, 44.361677,help
0.017037, 0.050593, 0.092757, 0.295140, 0.231925, 20.000000, 45.588209,help
0.031701, 0.049870, 0.017672, 0.230718, 0.349069, 20.000000, 47.180274,help
0.048727, 0.062696, 0.064201, 0.285235, 0.220963, 20.000000, 45.470647,help
0.013878, 0.021323, 0.037634, 0.285448, 0.255771, 20.000000, 50.759886,help
0.050842, 0.058018, 0.083797, 0.198348, 0.260269, 20.000000, 47.301105,help
0.027340, 0.029013, 0.050716, 0.290075, 0.252477, 20.000000, 48.525263,help
0.038366, 0.026360, 0.039159, 0.319437, 0.206834, 20.000000, 47.513550,help
0.022300, 0.038381, 0.054394, 0.265216, 0.242349, 20.000000, 47.102449,help
0.027148, 0.026091, 0.052143, 0.336755, 0.284246, 20.000000, 45.367364,help
0.032966, 0.055615, 0.056779, 0.208344, 0.319752, 20.000000, 48.515523,help
0.036004, 0.058759, 0.052342, 0.207565, 0.191652, 20.000000, 53.248468,help
0.028102, 0.043732, 0.059830, 0.210874, 0.282080, 20.000000, 49.659971,help
0.044071, 0.052160, 0.072344, 0.327985, 0.258810, 20.000000, 42.488602,help
0.023180, 0.048955, 0.060354, 0.344664, 0.205194, 20.000000, 46.102387,help
0.009813, 0.032082, 0.026265, 0.263671, 0.259792, 20.000000, 51.785268,help
0.012315, 0.023783, 0.028957, 0.298428, 0.303598, 20.000000, 47.413766,help
0.026234, 0.039472, 0.030700, 0.253421, 0.371980, 20.000000, 44.813358,help
0.037508, 0.013211, 0.035817, 0.254566, 0.281113, 20.000000, 48.753529,help
0.048037, 0.055602, 0.056746, 0.121855, 0.309092, 73.000000, 49.786550,help
0.039280, 0.049984, 0.030444, 0.247570, 0.274670, 20.000000, 47.343129,help
0.037962, 0.080379, 0.060886, 0.321397, 0.270494, 20.000000, 42.825667,help
0.013918, 0.025334, 0.079780, 0.299317, 0.307305, 20.000000, 43.558768,help
0.094360, 0.042182, 0.041766, 0.221404, 0.227906, 20.000000, 48.978883,help
0.065841, 0.089563, 0.042301, 0.221439, 0.289354, 20.000000, 47.657919,help
0.035310, 0.069767, 0.025888, 0.241203, 0.310749, 20.000000, 45.134961,help
0.022898, 0.050489, 0.028745, 0.298636, 0.311373, 20.000000, 45.556525,help
0.065105, 0.064258, 0.070182, 0.295318, 0.247611, 20.000000, 42.755076,help
0.025462, 0.031384, 0.030623, 0.379456, 0.258006, 20.000000, 41.343994,help
0.066922, 0.017684, 0.058621, 0.217699, 0.299966, 20.000000, 47.967119,help
0.023002, 0.018477, 0.050466, 0.236696, 0.291474, 20.000000, 48.835919,help
0.078220, 0.030325, 0.055610, 0.259969, 0.309285, 20.000000, 46.016802,help
0.044945, 0.042674, 0.052837, 0.212925, 0.271083, 20.000000, 51.106718,help
0.008972, 0.092733, 0.052244, 0.229441, 0.307084, 20.000000, 45.455368,help
0.031421, 0.035158, 0.083542, 0.262686, 0.229254, 20.000000, 47.523621,help
0.027650, 0.043095, 0.033283, 0.319122, 0.275637, 20.000000, 46.254200,help
0.042762, 0.037392, 0.044660, 0.230476, 0.350580, 20.000000, 47.415117,help
0.028066, 0.048187, 0.043571, 0.279822, 0.298972, 20.000000, 46.182692,help
0.013595, 0.008402, 0.020221, 0.258526, 0.277141, 74.000000, 51.886518,help
0.020424, 0.032283, 0.058230, 0.290760, 0.215052, 20.000000, 47.054050,help
0.024456, 0.053123, 0.041978, 0.291951, 0.245796, 20.000000, 44.805799,help
0.034020, 0.080731, 0.046764, 0.202135, 0.256514, 20.000000, 50.913407,help
0.022712, 0.028403, 0.029096, 0.250399, 0.303555, 20.000000, 48.569195,help
0.021155, 0.035382, 0.034498, 0.249374, 0.195045, 20.000000, 52.756966,help
0.030197, 0.032390, 0.102967, 0.278397, 0.284803, 20.000000, 45.920919,help
0.016649, 0.072972, 0.020986, 0.209923, 0.333859, 20.000000, 46.945136,help
0.053067, 0.069104, 0.058206, 0.262305, 0.208711, 20.000000, 44.889862,help
0.067641, 0.019983, 0.039608, 0.284229, 0.325416, 20.000000, 43.198174,help
0.054181, 0.031421, 0.103271, 0.191938, 0.308359, 20.000000, 44.615267,help
0.043859, 0.023847, 0.026752, 0.301561, 0.319446, 20.000000, 40.999498,help
0.022957, 0.040587, 0.031196, 0.292765, 0.315834, 20.000000, 47.356283,help
0.049404, 0.031198, 0.052536, 0.277333, 0.256187, 20.000000, 45.561170,help
0.044173, 0.050970, 0.073055, 0.294242, 0.177724, 20.000000, 46.157161,help
0.016649, 0.037700, 0.056385, 0.298271, 0.222379, 20.000000, 47.484337,help
0.013395, 0.015055, 0.048843, 0.220148, 0.315217, 20.000000, 52.364436,help
0.023309, 0.045883, 0.059746, 0.227765, 0.317151, 20.000000, 49.054461,help
0.043951, 0.032391, 0.072080, 0.285983, 0.312119, 20.000000, 44.501989,help
0.009242, 0.076452, 0.057668, 0.226202, 0.282985, 20.000000, 47.421014,help
0.056742, 0.032062, 0.083333, 0.294278, 0.230784, 20.000000, 45.233030,help
0.015404, 0.028374, 0.066848, 0.240829, 0.343123, 20.000000, 47.361113,help
0.030164, 0.048026, 0.040197, 0.217611, 0.402105, 20.000000, 46.985157,help
0.038367, 0.038466, 0.077906, 0.271376, 0.262328, 20.000000, 44.158228,help
0.057852, 0.079001, 0.024312, 0.198459, 0.305309, 20.000000, 46.990631,help
0.053603, 0.047189, 0.073432, 0.195243, 0.277219, 20.000000, 46.032897,help
0.044932, 0.049629, 0.039581, 0.202818, 0.339894, 20.000000, 48.403347,help
0.022513, 0.046696, 0.058776, 0.288499, 0.296641, 20.000000, 45.195678,help
0.014472, 0.019855, 0.078645, 0.373350, 0.219019, 20.000000, 42.768787,help
0.034535, 0.048257, 0.036333, 0.269484, 0.223969, 20.000000, 50.720778,help
0.014326, 0.039100, 0.078190, 0.269222, 0.254015, 20.000000, 48.943536,help
0.037875, 0.051143, 0.035023, 0.278148, 0.304558, 20.000000, 44.849409,help
0.042689, 0.067070, 0.031692, 0.236234, 0.251541, 20.000000, 48.645092,help
0.018594, 0.029024, 0.032406, 0.257255, 0.397801, 20.000000, 45.943320,help
0.017449, 0.026292, 0.026523, 0.266609, 0.281755, 20.000000, 47.997436,help
0.026540, 0.044169, 0.045990, 0.250943, 0.264026, 20.000000, 48.109870,help
0.023304, 0.012556, 0.030315, 0.340074, 0.264010, 20.000000, 45.978053,help
0.050570, 0.051978, 0.043353, 0.303712, 0.272312, 20.000000, 45.298037,help
0.015590, 0.022633, 0.036021, 0.290158, 0.261706, 20.000000, 48.497780,help
0.047124, 0.026875, 0.071844, 0.190769, 0.376886, 45.000000, 48.345142,help
0.042289, 0.039330, 0.031563, 0.271368, 0.315698, 20.000000, 46.069311,help
0.004391, 0.044700, 0.016083, 0.276506, 0.336571, 20.000000, 48.198703,help
0.029587, 0.037468, 0.073513, 0.235424, 0.275990, 20.000000, 48.996041,help
0.016317, 0.024394, 0.119934, 0.280495, 0.279572, 20.000000, 44.594073,help
0.038821, 0.050373, 0.061231, 0.304854, 0.256229, 20.000000, 43.829143,help
0.036113, 0.046346, 0.057917, 0.268097, 0.293213, 20.000000, 41.864787,help
0.058207, 0.046714, 0.054938, 0.226566, 0.231021, 20.000000, 47.295404,help
0.071797, 0.049759, 0.059568, 0.285636, 0.299652, 20.000000, 42.005364,help
0.031809, 0.022797, 0.031974, 0.234129, 0.280938, 20.000000, 51.152998,help
0.018657, 0.058349, 0.038953, 0.269036, 0.296488, 20.000000, 47.829595,help
0.053218, 0.043530, 0.038602, 0.268997, 0.217389, 20.000000, 50.718404,help
0.031902, 0.064442, 0.030725, 0.251613, 0.282611, 20.000000, 46.193298,help
0.035397, 0.062797, 0.080582, 0.152266, 0.219628, 20.000000, 48.599784,help
0.028112, 0.049559, 0.023624, 0.275806, 0.295442, 20.000000, 47.963411,help
0.055665, 0.024478, 0.027242, 0.126080, 0.307156, 20.000000, 54.201326,help
0.012608, 0.040038, 0.054332, 0.298174, 0.265894, 20.000000, 45.054505,help
0.014995, 0.026973, 0.049704, 0.338678, 0.301573, 20.000000, 43.687076,help
0.023961, 0.011777, 0.059812, 0.239476, 0.361415, 20.000000, 46.919408,help
0.058582, 0.056152, 0.053863, 0.361169, 0.210975, 20.000000, 40.518227,help
0.033267, 0.017747, 0.036825, 0.281589, 0.335426, 20.000000, 46.534157,help
0.016384, 0.042704, 0.073110, 0.223859, 0.331633, 20.000000, 48.491199,help
0.031358, 0.050707, 0.030156, 0.221889, 0.310390, 20.000000, 50.475755,help
0.076975, 0.040197, 0.015662, 0.269646, 0.288692, 20.000000, 42.262380,help
0.041312, 0.045499, 0.042769, 0.194470, 0.368629, 20.000000, 47.749321,help
0.037775, 0.040706, 0.089925, 0.239817, 0.308902, 20.000000, 43.621709,help
0.028061, 0.043665, 0.088143, 0.267488, 0.304069, 20.000000, 44.272681,help
0.027432, 0.056277, 0.082860, 0.222229, 0.247503, 20.000000, 46.018261,help
0.034501, 0.029401, 0.055083, 0.251488, 0.260969, 20.000000, 48.159398,help
0.025512, 0.059774, 0.045834, 0.319936, 0.225022, 20.000000, 46.363028,help
0.020597, 0.025203, 0.041564, 0.288047, 0.281651, 20.000000, 48.426079,help
0.052318, 0.032117, 0.067282, 0.228399, 0.203754, 20.000000, 49.056748,help
0.038018, 0.015768, 0.030885, 0.186623, 0.353014, 20.000000, 50.667175,help
0.023723, 0.048658, 0.030724, 0.254049, 0.252133, 20.000000, 46.729460,help
0.024831, 0.026912, 0.040379, 0.302987, 0.280230, 20.000000, 48.237798,help
0.029712, 0.085544, 0.054102, 0.238599, 0.268716, 20.000000, 44.802654,help
0.034653, 0.033106, 0.051086, 0.198504, 0.269652, 20.000000, 50.781508,help
0.047982, 0.087635, 0.065655, 0.165880, 0.270524, 20.000000, 47.066339,help
0.100549, 0.034337, 0.043855, 0.265331, 0.253973, 20.000000, 44.665372,help
0.016458, 0.061138, 0.030318, 0.274387, 0.355415, 20.000000, 44.513036,help
0.027750, 0.043421, 0.058745, 0.261944, 0.244427, 20.000000, 48.063558,help
0.051939, 0.020753, 0.037296, 0.202590, 0.290206, 20.000000, 50.829610,help
0.025418, 0.063463, 0.070461, 0.326244, 0.263199, 20.000000, 42.319080,help
0.052977, 0.046626, 0.068637, 0.251591, 0.318385, 20.000000, 44.754559,help
0.021642, 0.046862, 0.032794, 0.298758, 0.277331, 20.000000, 46.337814,help
0.071112, 0.048413, 0.056012, 0.218266, 0.273722, 20.000000, 47.155748,help
0.027501, 0.027420, 0.062617, 0.213697, 0.264523, 20.000000, 52.169988,help
0.023415, 0.033435, 0.073339, 0.303983, 0.326186, 20.000000, 44.480610,help
0.050847, 0.062006, 0.059552, 0.276459, 0.248521, 20.000000, 44.149638,help
0.037155, 0.063946, 0.079966, 0.297136, 0.267964, 20.000000, 42.197264,help
0.041328, 0.030404, 0.051416, 0.223197, 0.301452, 20.000000, 49.170027,help
0.036689, 0.062680, 0.025657, 0.182935, 0.301141, 20.000000, 50.268898,help
0.043669, 0.069780, 0.031187, 0.256596, 0.269954, 20.000000, 46.736721,help
0.056159, 0.034182, 0.063719, 0.177861, 0.343680, 20.000000, 46.398437,help
0.013659, 0.025871, 0.091653, 0.258749, 0.247005, 20.000000, 47.550879,help
0.054072, 0.046141, 0.033119, 0.296894, 0.225066, 20.000000, 45.729846,help
0.050248, 0.109787, 0.064263, 0.243935, 0.178481, 20.000000, 46.945952,help
0.028333, 0.029485, 0.056930, 0.327291, 0.248003, 20.000000, 46.830239,help
0.034668, 0.044587, 0.065161, 0.241741, 0.344458, 20.000000, 47.580527,help
0.020257, 0.063406, 0.062985, 0.247548, 0.316948, 20.000000, 47.361921,help
0.026667, 0.055348, 0.032672, 0.273417, 0.296899, 20.000000, 48.533745,help
0.040522, 0.046206, 0.054109, 0.210854, 0.331527, 20.000000, 49.922820,help
0.027463, 0.030070, 0.075920, 0.279436, 0.264262, 20.000000, 46.358928,help
0.034111, 0.074102, 0.052489, 0.198015, 0.247077, 20.000000, 45.187663,help
0.025653, 0.027051, 0.038147, 0.334386, 0.248991, 20.000000, 46.418907,help
0.065101, 0.059423, 0.061746, 0.273378, 0.223656, 20.000000, 46.311973,help
0.036543, 0.056337, 0.035568, 0.242808, 0.252857, 20.000000, 49.332889,help
0.050610, 0.028407, 0.056010, 0.393674, 0.238923, 20.000000, 40.539014,help
0.035776, 0.054542, 0.032624, 0.236417, 0.280733, 20.000000, 50.314599,help
0.035510, 0.025442, 0.039230, 0.376355, 0.237543, 20.000000, 45.306376,help
0.013700, 0.027811, 0.060952, 0.318043, 0.258126, 20.000000, 45.945549,help
0.047399, 0.038007, 0.073165, 0.221560, 0.213548, 20.000000, 50.377822,help
0.067823, 0.052355, 0.027209, 0.263495, 0.270189, 20.000000, 45.459580,help
0.028029, 0.069957, 0.026481, 0.345242, 0.261642, 20.000000, 41.873956,help
0.044691, 0.018330, 0.060016, 0.370991, 0.227086, 20.000000, 42.355002,help
0.021128, 0.041969, 0.033510, 0.282445, 0.301037, 20.000000, 47.645167,help
0.028670, 0.018074, 0.049318, 0.288622, 0.268290, 20.000000, 47.160374,help
0.039063, 0.047067, 0.053413, 0.272386, 0.227847, 20.000000, 45.809082,help
0.011504, 0.065647, 0.071945, 0.312331, 0.258582, 20.000000, 44.614404,help
0.024521, 0.034820, 0.038266, 0.238757, 0.324107, 20.000000, 48.865213,help
0.012871, 0.068351, 0.064115, 0.293243, 0.260713, 20.000000, 47.740727,help
0.033022, 0.035878, 0.051581, 0.236766, 0.314073, 20.000000, 49.255714,help
0.027319, 0.047664, 0.071543, 0.292196, 0.258145, 20.000000, 45.504786,help
0.069580, 0.042394, 0.106130, 0.298051, 0.177267, 20.000000, 44.768077,help
0.012665, 0.033602, 0.047810, 0.234876, 0.345922, 20.000000, 49.541054,help
0.051431, 0.086689, 0.039003, 0.221306, 0.305006, 20.000000, 46.676993,help
0.021537, 0.035312, 0.029697, 0.277645, 0.327874, 20.000000, 48.144436,help
0.034278, 0.037660, 0.052619, 0.276720, 0.289247, 20.000000, 46.205104,help
0.039530, 0.040930, 0.045906, 0.269450, 0.281314, 20.000000, 46.368094,help
0.044796, 0.045801, 0.051851, 0.266795, 0.289285, 20.000000, 44.216920,help
0.035468, 0.032298, 0.048033, 0.269828, 0.356399, 20.000000, 46.222818,help
0.035028, 0.048740, 0.047683, 0.319092, 0.310693, 20.000000, 43.136992,help
0.028348, 0.087142, 0.039782, 0.317140, 0.248121, 20.000000, 44.071008,help
0.023426, 0.078657, 0.013213, 0.233660, 0.289334, 20.000000, 47.297125,help
0.045319, 0.061727, 0.062859, 0.309295, 0.235096, 20.000000, 43.588159,help
0.021808, 0.031193, 0.040466, 0.271578, 0.235742, 20.000000, 50.576319,help
0.043018, 0.046487, 0.035308, 0.269251, 0.231489, 20.000000, 47.669779,help
0.022197, 0.056547, 0.054010, 0.254360, 0.231586, 20.000000, 49.070365,help
0.058935, 0.035692, 0.058522, 0.257460, 0.220703, 20.000000, 48.076159,help
0.019220, 0.036195, 0.058524, 0.311120, 0.258061, 20.000000, 47.344366,help
0.057133, 0.050020, 0.080740, 0.246834, 0.230252, 20.000000, 47.202616,help
0.048332, 0.030046, 0.065243, 0.256303, 0.290716, 20.000000, 47.385859,help
0.027989, 0.015146, 0.027291, 0.190850, 0.310403, 20.000000, 53.273119,help
0.029936, 0.044467, 0.028153, 0.227562, 0.305674, 20.000000, 45.554436,help
0.060883, 0.045923, 0.047852, 0.260366, 0.295373, 20.000000, 45.949294,help
0.041840, 0.063958, 0.081376, 0.236438, 0.168248, 20.000000, 49.166610,help
0.031101, 0.028502, 0.074437, 0.315310, 0.212899, 20.000000, 47.809360,help
0.023981, 0.045579, 0.068007, 0.293975, 0.243724, 20.000000, 41.603934,help
0.046407, 0.044474, 0.054036, 0.293510, 0.332429, 20.000000, 43.156764,help
0.022042, 0.049069, 0.058615, 0.291129, 0.249343, 20.000000, 45.295362,help
0.030406, 0.061430, 0.054554, 0.304377, 0.278175, 20.000000, 45.871151,help
0.020579, 0.024720, 0.043312, 0.298480, 0.330161, 20.000000, 46.074250,help
0.022700, 0.058813, 0.021519, 0.249650, 0.328988, 20.000000, 48.783636,help
0.008356, 0.078410, 0.029586, 0.265153, 0.237062, 20.000000, 47.759206,help
0.026721, 0.040707, 0.018604, 0.276881, 0.346991, 20.000000, 46.180898,help
0.028090, 0.040507, 0.055022, 0.291764, 0.277627, 20.000000, 46.077049,help
0.021067, 0.017144, 0.070644, 0.236138, 0.305009, 20.000000, 46.416467,help
0.016069, 0.034214, 0.046858, 0.355253, 0.241678, 20.000000, 45.823106,help
0.038442, 0.050731, 0.047788, 0.223014, 0.345022, 20.000000, 47.276207,help
0.025656, 0.033537, 0.094859, 0.194844, 0.248735, 20.000000, 50.215181,help
0.020006, 0.050713, 0.048554, 0.293777, 0.257265, 20.000000, 46.263170,help
0.055941, 0.064947, 0.083677, 0.286582, 0.255706, 20.000000, 40.369072,help
0.028825, 0.042421, 0.052387, 0.228727, 0.331913, 20.000000, 46.473853,help
0.053438, 0.033499, 0.022743, 0.336771, 0.210375, 20.000000, 45.292395,help
0.023630, 0.077591, 0.019556, 0.233693, 0.267777, 20.000000, 48.017858,help
0.029851, 0.034110, 0.072231, 0.266618, 0.324007, 20.000000, 44.112957,help
0.016950, 0.034697, 0.027253, 0.211288, 0.335425, 20.000000, 53.375491,help
0.039475, 0.076927, 0.050227, 0.221210, 0.351148, 20.000000, 45.906817,help
